Building,Neighbourhood,Address,City,Listing,Bed,Bath,SqFt,Price,Unit Amenities,Building Amenities,Pets,Latitude,Longitude,Date
The Montgomery,North Toronto Apartments,"25 Montgomery Ave, Toronto, ON M4R 0A1",Toronto,3 Bedroom 2 Bathroom,3 Bedrooms,2 Bathrooms,"1,059 SQFT","$6,633","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.7093948885404,-79.39965856479664,2024-01-05 18:57:07.355
18 Brownlow,Davisville Village Apartments,"18 Brownlow Ave, Toronto, ON M4S 2K8",Toronto,Silver - 1501,Studios,1 Bathroom,390 SQFT,"$2,200","Air Conditioning, Assigned Parking, Balcony, Dishwasher, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.706463455817655,-79.3909315904067,2024-01-05 18:57:07.355
18 Brownlow,Davisville Village Apartments,"18 Brownlow Ave, Toronto, ON M4S 2K8",Toronto,Carbon - 210,1 Bedrooms,1 Bathroom,625 SQFT,"$2,400","Air Conditioning, Assigned Parking, Balcony, Dishwasher, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.706463455817655,-79.3909315904067,2024-01-05 18:57:07.355
18 Brownlow,Davisville Village Apartments,"18 Brownlow Ave, Toronto, ON M4S 2K8",Toronto,Smoke - 308,1 Bedrooms,1 Bathroom,680 SQFT,"$2,550","Air Conditioning, Assigned Parking, Balcony, Dishwasher, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.706463455817655,-79.3909315904067,2024-01-05 18:57:07.355
18 Brownlow,Davisville Village Apartments,"18 Brownlow Ave, Toronto, ON M4S 2K8",Toronto,Stone - 2005,1 Bedrooms,1 Bathroom,630 SQFT,"$2,575","Air Conditioning, Assigned Parking, Balcony, Dishwasher, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.706463455817655,-79.3909315904067,2024-01-05 18:57:07.355
18 Brownlow,Davisville Village Apartments,"18 Brownlow Ave, Toronto, ON M4S 2K8",Toronto,Platinum - 503,1 Bedrooms,1 Bathroom,680 SQFT,"$2,600","Air Conditioning, Assigned Parking, Balcony, Dishwasher, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.706463455817655,-79.3909315904067,2024-01-05 18:57:07.355
18 Brownlow,Davisville Village Apartments,"18 Brownlow Ave, Toronto, ON M4S 2K8",Toronto,Platinum - 1103,1 Bedrooms,1 Bathroom,680 SQFT,"$2,750","Air Conditioning, Assigned Parking, Balcony, Dishwasher, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.706463455817655,-79.3909315904067,2024-01-05 18:57:07.355
Litho,Christie Pits Apartments,"740 Dupont St, Toronto, ON M6G 0A9",Toronto,1 Bedroom 1 Bathroom,1 Bedrooms,1 Bathroom,560 SQFT,"$2,502","Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage",Dogs & Cats,43.67120665500879,-79.42401695417506,2024-01-05 18:57:07.355
Litho,Christie Pits Apartments,"740 Dupont St, Toronto, ON M6G 0A9",Toronto,1 Bedroom 2 Bathroom,1 Bedrooms,2 Bathrooms,625 SQFT,"$2,602","Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage",Dogs & Cats,43.67120665500879,-79.42401695417506,2024-01-05 18:57:07.355
Litho,Christie Pits Apartments,"740 Dupont St, Toronto, ON M6G 0A9",Toronto,1 Bedroom 1 Bathroom,1 Bedrooms,1 Bathroom,658 SQFT,"$2,817","Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage",Dogs & Cats,43.67120665500879,-79.42401695417506,2024-01-05 18:57:07.355
Litho,Christie Pits Apartments,"740 Dupont St, Toronto, ON M6G 0A9",Toronto,1 Bedroom 1 Bathroom,1 Bedrooms,1 Bathroom,582 SQFT,"$2,844","Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage",Dogs & Cats,43.67120665500879,-79.42401695417506,2024-01-05 18:57:07.355
Litho,Christie Pits Apartments,"740 Dupont St, Toronto, ON M6G 0A9",Toronto,1 Bedroom 2 Bathroom,1 Bedrooms,2 Bathrooms,670 SQFT,"$2,852","Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage",Dogs & Cats,43.67120665500879,-79.42401695417506,2024-01-05 18:57:07.355
Litho,Christie Pits Apartments,"740 Dupont St, Toronto, ON M6G 0A9",Toronto,2 Bedroom 2 Bathroom,2 Bedrooms,2 Bathrooms,800 SQFT,"$3,317","Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage",Dogs & Cats,43.67120665500879,-79.42401695417506,2024-01-05 18:57:07.355
Litho,Christie Pits Apartments,"740 Dupont St, Toronto, ON M6G 0A9",Toronto,2 Bedroom 2 Bathroom,2 Bedrooms,2 Bathrooms,823 SQFT,"$3,427","Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage",Dogs & Cats,43.67120665500879,-79.42401695417506,2024-01-05 18:57:07.355
Litho,Christie Pits Apartments,"740 Dupont St, Toronto, ON M6G 0A9",Toronto,2 Bedroom 2 Bathroom,2 Bedrooms,2 Bathrooms,964 SQFT,"$3,907","Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage",Dogs & Cats,43.67120665500879,-79.42401695417506,2024-01-05 18:57:07.355
Harrison,Willowdale Apartments,"105 Harrison Garden Blvd, Toronto, ON M2N 0C3",Toronto,1 Bedroom + Den,1 Bedrooms,1 Bathroom,619 SQFT,"$2,615","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Business Center, Concierge Service, Controlled Access, Dry Cleaning Service, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage",Dogs & Cats,43.75718427251323,-79.40494050750095,2024-01-05 18:57:07.355
Harrison,Willowdale Apartments,"105 Harrison Garden Blvd, Toronto, ON M2N 0C3",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,659 SQFT,"$2,675","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Business Center, Concierge Service, Controlled Access, Dry Cleaning Service, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage",Dogs & Cats,43.75718427251323,-79.40494050750095,2024-01-05 18:57:07.355
Harrison,Willowdale Apartments,"105 Harrison Garden Blvd, Toronto, ON M2N 0C3",Toronto,2 Bedroom,2 Bedrooms,"1 Full, 1 Half Bath",735 SQFT,"$3,025","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Business Center, Concierge Service, Controlled Access, Dry Cleaning Service, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage",Dogs & Cats,43.75718427251323,-79.40494050750095,2024-01-05 18:57:07.355
Harrison,Willowdale Apartments,"105 Harrison Garden Blvd, Toronto, ON M2N 0C3",Toronto,2 Bedroom,2 Bedrooms,2 Bathrooms,815 SQFT,"$3,050","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Business Center, Concierge Service, Controlled Access, Dry Cleaning Service, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage",Dogs & Cats,43.75718427251323,-79.40494050750095,2024-01-05 18:57:07.355
Harrison,Willowdale Apartments,"105 Harrison Garden Blvd, Toronto, ON M2N 0C3",Toronto,2 Bedroom + Den,2 Bedrooms,2 Bathrooms,888 SQFT,"$3,500","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Business Center, Concierge Service, Controlled Access, Dry Cleaning Service, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage",Dogs & Cats,43.75718427251323,-79.40494050750095,2024-01-05 18:57:07.355
Motion,Bay Street Corridor Apartments,"570 Bay St, Toronto, ON M5G 0B2",Toronto,Studio,Studios,1 Bathroom,495 SQFT,"$2,225","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.65541614888917,-79.3836865988691,2024-01-05 18:57:07.355
Motion,Bay Street Corridor Apartments,"570 Bay St, Toronto, ON M5G 0B2",Toronto,1 Bedroom,1 Bedrooms,1 Bathroom,565 SQFT,"$2,550","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.65541614888917,-79.3836865988691,2024-01-05 18:57:07.355
Motion,Bay Street Corridor Apartments,"570 Bay St, Toronto, ON M5G 0B2",Toronto,1 Bed + Den,1 Bedrooms,1 Bathroom,640 SQFT,"$3,435","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.65541614888917,-79.3836865988691,2024-01-05 18:57:07.355
Motion,Bay Street Corridor Apartments,"570 Bay St, Toronto, ON M5G 0B2",Toronto,2 Bedroom,2 Bedrooms,2 Bathrooms,841 SQFT,"$3,625","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.65541614888917,-79.3836865988691,2024-01-05 18:57:07.355
Motion,Bay Street Corridor Apartments,"570 Bay St, Toronto, ON M5G 0B2",Toronto,2 Bedroom + Den,2 Bedrooms,2 Bathrooms,969 SQFT,"$4,500","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.65541614888917,-79.3836865988691,2024-01-05 18:57:07.355
York Mills and Leslie,York Mills Apartments,"750 York Mills Rd, Toronto, ON M3B 1W9",Toronto,One Bedroom Suites,1 Bedrooms,1 Bathroom,,"$2,694","Balcony, Dishwasher, Hardwood Floor, On Site Laundry","Fitness Center, On Site Laundry, Outdoor Space, Residents Lounge, Storage",Dogs & Cats,43.75297735854515,-79.36159300433089,2024-01-05 18:57:07.355
York Mills and Leslie,York Mills Apartments,"750 York Mills Rd, Toronto, ON M3B 1W9",Toronto,Two Bedroom Suites,2 Bedrooms,1 Bathroom,,"$3,101","Balcony, Dishwasher, Hardwood Floor, On Site Laundry","Fitness Center, On Site Laundry, Outdoor Space, Residents Lounge, Storage",Dogs & Cats,43.75297735854515,-79.36159300433089,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,Studio Unit - Terrace - 503,Studios,1 Bathroom,434 SQFT,"$2,099",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 425,1 Bedrooms,1 Bathroom,547 SQFT,"$2,349",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 423,1 Bedrooms,1 Bathroom,531 SQFT,"$2,349",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 414,1 Bedrooms,1 Bathroom,535 SQFT,"$2,349",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 412,1 Bedrooms,1 Bathroom,563 SQFT,"$2,349",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 327,1 Bedrooms,1 Bathroom,567 SQFT,"$2,349",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 314,1 Bedrooms,1 Bathroom,535 SQFT,"$2,349",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 227,1 Bedrooms,1 Bathroom,567 SQFT,"$2,349",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 224,1 Bedrooms,1 Bathroom,531 SQFT,"$2,349",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 214,1 Bedrooms,1 Bathroom,535 SQFT,"$2,349",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 313,1 Bedrooms,1 Bathroom,566 SQFT,"$2,349",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bed Unit - Juliet Balcony,1 Bedrooms,1 Bathroom,544 SQFT,"$2,349",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bed Unit - Juliet Balcony,1 Bedrooms,1 Bathroom,531 SQFT,"$2,349",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bed Unit - Juliet Balcony,1 Bedrooms,1 Bathroom,531 SQFT,"$2,349",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bed Unit - Juliet Balcony,1 Bedrooms,1 Bathroom,566 SQFT,"$2,349",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bed Unit - Juliet Balcony,1 Bedrooms,1 Bathroom,563 SQFT,"$2,349",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Terrace - 523,1 Bedrooms,1 Bathroom,548 SQFT,"$2,399",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Terrace - 522,1 Bedrooms,1 Bathroom,480 SQFT,"$2,399",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Terrace - 501,1 Bedrooms,1 Bathroom,547 SQFT,"$2,399",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 421,1 Bedrooms,1 Bathroom,604 SQFT,"$2,399",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Balcony - 406,1 Bedrooms,1 Bathroom,602 SQFT,"$2,399",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Balcony - 405,1 Bedrooms,1 Bathroom,600 SQFT,"$2,399",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Balcony - 404,1 Bedrooms,1 Bathroom,601 SQFT,"$2,399",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Balcony - 403,1 Bedrooms,1 Bathroom,569 SQFT,"$2,399",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Balcony - 402,1 Bedrooms,1 Bathroom,572 SQFT,"$2,399",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 321,1 Bedrooms,1 Bathroom,604 SQFT,"$2,399",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Balcony - 305,1 Bedrooms,1 Bathroom,600 SQFT,"$2,399",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 221,1 Bedrooms,1 Bathroom,604 SQFT,"$2,399",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Terrace - 205,1 Bedrooms,1 Bathroom,600 SQFT,"$2,399",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bed Unit - Balcony,1 Bedrooms,1 Bathroom,572 SQFT,"$2,399",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bed Unit - Terrace,1 Bedrooms,1 Bathroom,569 SQFT,"$2,399",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bed Unit - Terrace,1 Bedrooms,1 Bathroom,572 SQFT,"$2,399",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,2 Bedroom Unit - Terrace - 521,2 Bedrooms,1 Bathroom,806 SQFT,"$3,099",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,2 Bedroom Unit - Balcony - 411,2 Bedrooms,2 Bathrooms,759 SQFT,"$3,099",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,2 Bedroom Unit - Balcony - 407,2 Bedrooms,2 Bathrooms,788 SQFT,"$3,099",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,2 Bedroom Unit - Balcony - 311,2 Bedrooms,2 Bathrooms,759 SQFT,"$3,099",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,2 Bed Unit - Balcony,2 Bedrooms,2 Bathrooms,788 SQFT,"$3,099",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,2 Bed Unit - Terrace,2 Bedrooms,2 Bathrooms,788 SQFT,"$3,099",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,2 Bedroom Unit - Terrace - 428,2 Bedrooms,2 Bathrooms,811 SQFT,"$3,149",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,2 Bedroom Unit - Terrace - 401,2 Bedrooms,2 Bathrooms,802 SQFT,"$3,149",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,2 Bed Unit - Balcony,2 Bedrooms,2 Bathrooms,876 SQFT,"$3,149",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,2 Bed Unit - Balcony,2 Bedrooms,2 Bathrooms,862 SQFT,"$3,149",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,2 Bed Unit - Terrace,2 Bedrooms,2 Bathrooms,876 SQFT,"$3,149",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,2 Bed Unit - Terrace,2 Bedrooms,2 Bathrooms,862 SQFT,"$3,149",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,2 Bedroom Unit - Terrace - 502,2 Bedrooms,2 Bathrooms,805 SQFT,"$3,249",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,2 Bedroom Unit - Balcony - 419,2 Bedrooms,2 Bathrooms,909 SQFT,"$3,249",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,2 Bed Unit - Terrace,2 Bedrooms,2 Bathrooms,889 SQFT,"$3,249",Assigned Parking,"Garage Parking, Storage",Dogs & Cats,43.692875442358094,-79.46408596510658,2024-01-05 18:57:07.355
