Building,Address,Listing,Bed,Bath,SqFt,Price,Unit Amenities,Building Amenities,Pets,Latitude,Longitude,City
Riverside Estates,"9315 9209-9315 Jasper Avenue Nw, Edmonton, AB T5H 3T3",Bachelor,Studios,1 Bathroom,415 SQFT,$919,"Assigned Parking, Balcony, Central Heat, Dishwasher, On Site Laundry, Walk In Closets","On Site Laundry, Storage",Dogs & Cats,53.54758776467412,-113.4761701401728,Edmonton
Riverside Estates,"9315 9209-9315 Jasper Avenue Nw, Edmonton, AB T5H 3T3",1 bedroom,1 Bedrooms,1 Bathroom,749 SQFT,$979,"Assigned Parking, Balcony, Central Heat, Dishwasher, On Site Laundry, Walk In Closets","On Site Laundry, Storage",Dogs & Cats,53.54758776467412,-113.4761701401728,Edmonton
Riverside Estates,"9315 9209-9315 Jasper Avenue Nw, Edmonton, AB T5H 3T3",2 bedroom,2 Bedrooms,1 Bathroom,823 SQFT,"$1,199","Assigned Parking, Balcony, Central Heat, Dishwasher, On Site Laundry, Walk In Closets","On Site Laundry, Storage",Dogs & Cats,53.54758776467412,-113.4761701401728,Edmonton
Rockhill Manor,"11930 104 St Nw, Edmonton, AB T5G 2L2",Bachelor,Studios,1 Bathroom,400 SQFT,$825,"Assigned Parking, Balcony, Central Heat, On Site Laundry","Controlled Access, On Site Laundry, Outdoor Space, Storage",Dogs & Cats,53.57246808363875,-113.4993360154087,Edmonton
Rockhill Manor,"11930 104 St Nw, Edmonton, AB T5G 2L2",1 bedroom,1 Bedrooms,1 Bathroom,537 SQFT,"$1,080","Assigned Parking, Balcony, Central Heat, On Site Laundry","Controlled Access, On Site Laundry, Outdoor Space, Storage",Dogs & Cats,53.57246808363875,-113.4993360154087,Edmonton
Second Street Manor,"10620 102 St Nw, Edmonton, AB T5H 2T5",1 bedroom,1 Bedrooms,1 Bathroom,695 SQFT,"$1,000","Balcony, On Site Laundry","Controlled Access, On Site Laundry, Storage",Dogs & Cats,53.55034901212815,-113.4956759599889,Edmonton
Second Street Manor,"10620 102 St Nw, Edmonton, AB T5H 2T5",2 bedroom,2 Bedrooms,1 Bathroom,826 SQFT,"$1,245","Balcony, On Site Laundry","Controlled Access, On Site Laundry, Storage",Dogs & Cats,53.55034901212815,-113.4956759599889,Edmonton
Taurus Apartments,"11937 105 St Nw, Edmonton, AB T5G 2N4",1 bedroom,1 Bedrooms,1 Bathroom,633 SQFT,$999,"Balcony, On Site Laundry",On Site Laundry,Dogs & Cats,53.57255081147987,-113.5009639843839,Edmonton
Taurus Apartments,"11937 105 St Nw, Edmonton, AB T5G 2N4",2 bedroom,2 Bedrooms,1 Bathroom,700 SQFT,"$1,295","Balcony, On Site Laundry",On Site Laundry,Dogs & Cats,53.57255081147987,-113.5009639843839,Edmonton
Tiffany Apartments,"10721 117 St Nw, Edmonton, AB T5H 3N3",1 bedroom,1 Bedrooms,1 Bathroom,452 SQFT,"$1,040",On Site Laundry,On Site Laundry,Dogs & Cats,53.55199769211369,-113.5231340358828,Edmonton
Tiffany Apartments,"10721 117 St Nw, Edmonton, AB T5H 3N3",2 bedroom,2 Bedrooms,1 Bathroom,684 SQFT,"$1,199",On Site Laundry,On Site Laundry,Dogs & Cats,53.55199769211369,-113.5231340358828,Edmonton
Tiffany Apartments,"10721 117 St Nw, Edmonton, AB T5H 3N3",3 bedroom,3 Bedrooms,1 Bathroom,"1,164 SQFT","$1,270",On Site Laundry,On Site Laundry,Dogs & Cats,53.55199769211369,-113.5231340358828,Edmonton
Virginian Arms,"10615 107 St Nw, Edmonton, AB T5H 2Y8",Bachelor,Studios,1 Bathroom,467 SQFT,$950,"Assigned Parking, Balcony, Central Heat, Hardwood Floor, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,53.55017533665654,-113.5046601769109,Edmonton
Virginian Arms,"10615 107 St Nw, Edmonton, AB T5H 2Y8",1 bedroom,1 Bedrooms,1 Bathroom,613 SQFT,"$1,010","Assigned Parking, Balcony, Central Heat, Hardwood Floor, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,53.55017533665654,-113.5046601769109,Edmonton
Virginian Arms,"10615 107 St Nw, Edmonton, AB T5H 2Y8",2 bedroom,2 Bedrooms,1 Bathroom,846 SQFT,"$1,115","Assigned Parking, Balcony, Central Heat, Hardwood Floor, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,53.55017533665654,-113.5046601769109,Edmonton
Virginian Arms,"10615 107 St Nw, Edmonton, AB T5H 2Y8",3 bedroom,3 Bedrooms,1 Bathroom,942 SQFT,"$1,350","Assigned Parking, Balcony, Central Heat, Hardwood Floor, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,53.55017533665654,-113.5046601769109,Edmonton
Beauview Apartments,"10443 156 St Nw, Edmonton, AB T5P 2R6",1 bedroom,1 Bedrooms,1 Bathroom,570 SQFT,"$1,090","Balcony, Central Heat, On Site Laundry","Controlled Access, On Site Laundry, Outdoor Space",Dogs & Cats,53.54708328863281,-113.5902440481872,Edmonton
Beauview Apartments,"10443 156 St Nw, Edmonton, AB T5P 2R6",2 bedroom,2 Bedrooms,1 Bathroom,729 SQFT,"$1,230","Balcony, Central Heat, On Site Laundry","Controlled Access, On Site Laundry, Outdoor Space",Dogs & Cats,53.54708328863281,-113.5902440481872,Edmonton
Bannerman Apartments,"2606 139 Ave Nw, Edmonton, AB T5Y 1A1",1 bedroom,1 Bedrooms,1 Bathroom,567 SQFT,"$1,070","Assigned Parking, Balcony, Central Heat, On Site Laundry","Elevator, On Site Laundry, Storage",Dogs & Cats,53.60246944138611,-113.3824537355038,Edmonton
Bannerman Apartments,"2606 139 Ave Nw, Edmonton, AB T5Y 1A1",2 bedroom,2 Bedrooms,1 Bathroom,720 SQFT,"$1,200","Assigned Parking, Balcony, Central Heat, On Site Laundry","Elevator, On Site Laundry, Storage",Dogs & Cats,53.60246944138611,-113.3824537355038,Edmonton
Bannerman Apartments,"2606 139 Ave Nw, Edmonton, AB T5Y 1A1",3 bedroom,3 Bedrooms,1 Bathroom,938 SQFT,"$1,299","Assigned Parking, Balcony, Central Heat, On Site Laundry","Elevator, On Site Laundry, Storage",Dogs & Cats,53.60246944138611,-113.3824537355038,Edmonton
Aspen Apartments,"12207 82 St Nw, Edmonton, AB T5B 2W9",Bachelor,Studios,1 Bathroom,425 SQFT,$950,"Assigned Parking, Central Heat, On Site Laundry","Controlled Access, On Site Laundry",Dogs & Cats,53.57686225115548,-113.4672239735729,Edmonton
Aspen Apartments,"12207 82 St Nw, Edmonton, AB T5B 2W9",1 bedroom,1 Bedrooms,1 Bathroom,626 SQFT,"$1,050","Assigned Parking, Central Heat, On Site Laundry","Controlled Access, On Site Laundry",Dogs & Cats,53.57686225115548,-113.4672239735729,Edmonton
Aspen Apartments,"12207 82 St Nw, Edmonton, AB T5B 2W9",2 bedroom,2 Bedrooms,1 Bathroom,825 SQFT,"$1,280","Assigned Parking, Central Heat, On Site Laundry","Controlled Access, On Site Laundry",Dogs & Cats,53.57686225115548,-113.4672239735729,Edmonton
Ariel Apartments,"10729 104 St Nw, Edmonton, AB T5H 2W4",1 bedroom,1 Bedrooms,1 Bathroom,625 SQFT,$949,On Site Laundry,"Controlled Access, On Site Laundry, Storage",Dogs & Cats,53.55197800856397,-113.499161944158,Edmonton
Ariel Apartments,"10729 104 St Nw, Edmonton, AB T5H 2W4",2 bedroom,2 Bedrooms,1 Bathroom,845 SQFT,"$1,095",On Site Laundry,"Controlled Access, On Site Laundry, Storage",Dogs & Cats,53.55197800856397,-113.499161944158,Edmonton
Argyll Apartments,"7107 7107 79 Avenue NW | 7108 78 Avenue NW, Edmonton, AB T6B 0C2",Bachelor,Studios,1 Bathroom,292 SQFT,$818,"Assigned Parking, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,53.514529,-113.437475,Edmonton
Argyll Apartments,"7107 7107 79 Avenue NW | 7108 78 Avenue NW, Edmonton, AB T6B 0C2",1 bedroom,1 Bedrooms,1 Bathroom,618 SQFT,"$1,150","Assigned Parking, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,53.514529,-113.437475,Edmonton
Argyll Apartments,"7107 7107 79 Avenue NW | 7108 78 Avenue NW, Edmonton, AB T6B 0C2",2 bedroom,2 Bedrooms,1 Bathroom,797 SQFT,"$1,299","Assigned Parking, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,53.514529,-113.437475,Edmonton
Amera Manor,"11615 124 St Nw, Edmonton, AB T5M 0K8",Bachelor,Studios,1 Bathroom,332 SQFT,$849,"Balcony, On Site Laundry","Controlled Access, On Site Laundry, Storage",Dogs & Cats,53.56711987912412,-113.5358405802099,Edmonton
Amera Manor,"11615 124 St Nw, Edmonton, AB T5M 0K8",1 bedroom,1 Bedrooms,1 Bathroom,582 SQFT,$999,"Balcony, On Site Laundry","Controlled Access, On Site Laundry, Storage",Dogs & Cats,53.56711987912412,-113.5358405802099,Edmonton
Amera Manor,"11615 124 St Nw, Edmonton, AB T5M 0K8",2 bedroom,2 Bedrooms,1 Bathroom,728 SQFT,"$1,300","Balcony, On Site Laundry","Controlled Access, On Site Laundry, Storage",Dogs & Cats,53.56711987912412,-113.5358405802099,Edmonton
Alexander Apartments,"12220 82 St Nw, Edmonton, AB T5B 2X1",Bachelor,Studios,1 Bathroom,446 SQFT,$899,"Assigned Parking, Balcony, Central Heat, On Site Laundry","Controlled Access, On Site Laundry, Outdoor Space, Storage",Dogs & Cats,53.57702394792013,-113.4674360268326,Edmonton
Alexander Apartments,"12220 82 St Nw, Edmonton, AB T5B 2X1",1 bedroom,1 Bedrooms,1 Bathroom,532 SQFT,$999,"Assigned Parking, Balcony, Central Heat, On Site Laundry","Controlled Access, On Site Laundry, Outdoor Space, Storage",Dogs & Cats,53.57702394792013,-113.4674360268326,Edmonton
Rutherford Place,"12035 82 St Nw, Edmonton, AB T5B 2W5",One Bedroom,1 Bedrooms,1 Bathroom,,$895,"Assigned Parking, Carpet, Central Heat, On Site Laundry",On Site Laundry,No pets,53.57446896308827,-113.4672139795744,Edmonton
Rutherford Place,"12035 82 St Nw, Edmonton, AB T5B 2W5",Two Bedroom,2 Bedrooms,1 Bathroom,,$995,"Assigned Parking, Carpet, Central Heat, On Site Laundry",On Site Laundry,No pets,53.57446896308827,-113.4672139795744,Edmonton
Infiniti 105 Apartments,"11711 105 Ave Nw, Edmonton, AB T5H 0L9","1 Bdrm available at 11711 105 Avenue NW, Edmonton",1 Bedrooms,1 Bathroom,715 SQFT,"$1,510","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Garage Parking, On Site Laundry",Dogs & Cats,53.54820704745794,-113.5241106692482,Edmonton
Infiniti 105 Apartments,"11711 105 Ave Nw, Edmonton, AB T5H 0L9","2 Bdrm available at 11711 105 Avenue NW, Edmonton",2 Bedrooms,1 Bathroom,"1,066 SQFT","$1,855","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Garage Parking, On Site Laundry",Dogs & Cats,53.54820704745794,-113.5241106692482,Edmonton
The David Thompson,"9717 111 St Nw, Edmonton, AB T5K 2M6",1 Bedroom,1 Bedrooms,1 Bathroom,850 SQFT,"$1,511—$1,625","Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage",Cats,53.53432431751402,-113.5120240801152,Edmonton
The David Thompson,"9717 111 St Nw, Edmonton, AB T5K 2M6",2 Bedroom,2 Bedrooms,2 Bathrooms,"1,305 SQFT","$1,849","Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage",Cats,53.53432431751402,-113.5120240801152,Edmonton
Edmonton House,"10205 100 Ave Nw, Edmonton, AB T5J 4B5",1 Bedroom,1 Bedrooms,1 Bathroom,599 SQFT,"$1,249—$1,439","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, On Site Laundry","Dry Cleaning Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,53.53883939262096,-113.4957313429534,Edmonton
Edmonton House,"10205 100 Ave Nw, Edmonton, AB T5J 4B5",2 Bedroom,2 Bedrooms,2 Bathrooms,"1,245 SQFT","$2,200","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, On Site Laundry","Dry Cleaning Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,53.53883939262096,-113.4957313429534,Edmonton
Pleasantview Townhomes,"4905 107 St Nw, Edmonton, AB T6H 2W8",2 Bedroom,2 Bedrooms,1 Bathroom,926 SQFT,"$1,559","Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Fitness Center, On Site Laundry, Onsite Management, Storage, Swimming Pool",Cats,53.48653093393732,-113.5077930053874,Edmonton
Pleasantview Townhomes,"4905 107 St Nw, Edmonton, AB T6H 2W8",3 Bedroom,3 Bedrooms,1 Bathroom,"1,056 SQFT","$1,724","Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Fitness Center, On Site Laundry, Onsite Management, Storage, Swimming Pool",Cats,53.48653093393732,-113.5077930053874,Edmonton
Pleasantview Townhomes,"4905 107 St Nw, Edmonton, AB T6H 2W8",4 Bedroom,4 Bedrooms,1 Bathroom,"1,198 SQFT","$1,799","Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Fitness Center, On Site Laundry, Onsite Management, Storage, Swimming Pool",Cats,53.48653093393732,-113.5077930053874,Edmonton
Holyrood,"8211/8213 98 Ave Nw, Edmonton, AB T6E None",8213-98 Ave | Garage,2 Bedrooms,1 Bathroom,630 SQFT,"$1,495","Assigned Parking, Balcony, Central Heat, Dishwasher, Fireplace, In Unit Laundry, On Site Laundry, Walk In Closets","Garage Parking, On Site Laundry, Outdoor Space",Dogs,53.535925,-113.48663,Edmonton
Holyrood,"8211/8213 98 Ave Nw, Edmonton, AB T6E None",8213-98 Ave | Basement,2 Bedrooms,2 Bathrooms,667 SQFT,"$1,495","Assigned Parking, Balcony, Central Heat, Dishwasher, Fireplace, In Unit Laundry, On Site Laundry, Walk In Closets","Garage Parking, On Site Laundry, Outdoor Space",Dogs,53.535925,-113.48663,Edmonton
Holyrood,"8211/8213 98 Ave Nw, Edmonton, AB T6E None",8211-98 Ave | Garage,2 Bedrooms,1 Bathroom,625 SQFT,"$1,495","Assigned Parking, Balcony, Central Heat, Dishwasher, Fireplace, In Unit Laundry, On Site Laundry, Walk In Closets","Garage Parking, On Site Laundry, Outdoor Space",Dogs,53.535925,-113.48663,Edmonton
Holyrood,"8211/8213 98 Ave Nw, Edmonton, AB T6E None",8211-98 Ave | Basement,2 Bedrooms,2 Bathrooms,665 SQFT,"$1,495","Assigned Parking, Balcony, Central Heat, Dishwasher, Fireplace, In Unit Laundry, On Site Laundry, Walk In Closets","Garage Parking, On Site Laundry, Outdoor Space",Dogs,53.535925,-113.48663,Edmonton
Holyrood,"8211/8213 98 Ave Nw, Edmonton, AB T6E None",8211-98 Ave | Main/Upper,3 Bedrooms,"2 Full, 1 Half Bath","1,418 SQFT","$2,100","Assigned Parking, Balcony, Central Heat, Dishwasher, Fireplace, In Unit Laundry, On Site Laundry, Walk In Closets","Garage Parking, On Site Laundry, Outdoor Space",Dogs,53.535925,-113.48663,Edmonton
Holyrood,"8211/8213 98 Ave Nw, Edmonton, AB T6E None",8213-98 Ave | Main/Upper,3 Bedrooms,2 Bathrooms,"1,422 SQFT","$2,100","Assigned Parking, Balcony, Central Heat, Dishwasher, Fireplace, In Unit Laundry, On Site Laundry, Walk In Closets","Garage Parking, On Site Laundry, Outdoor Space",Dogs,53.535925,-113.48663,Edmonton
Solara at Sky View,"12650 127 St Nw, Edmonton, AB T5L None",1 Bed 1 Bath,1 Bedrooms,1 Bathroom,700 SQFT,"$1,395",,,No pets,53.58393309190118,-113.541336892925,Edmonton
Solara at Sky View,"12650 127 St Nw, Edmonton, AB T5L None",2 Bed 2 Bath,2 Bedrooms,2 Bathrooms,929 SQFT,"$1,625",,,No pets,53.58393309190118,-113.541336892925,Edmonton
2,"1250 Podersky Wynd Sw, Edmonton, AB T6W None","111, 1250 Podersky Wynd",2 Bedrooms,"2 Full, 1 Half Bath","1,191 SQFT","$1,820","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets",On Site Laundry,Dogs,53.41229295254206,-113.557978173476,Edmonton
2,"1250 Podersky Wynd Sw, Edmonton, AB T6W None","112, 1250 Podersky Wynd",3 Bedrooms,"2 Full, 1 Half Bath","1,224 SQFT","$2,360","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets",On Site Laundry,Dogs,53.41229295254206,-113.557978173476,Edmonton
Charlesworth,"5207 4 Ave Sw, Edmonton, AB T6X 2Y2",1 Bedroom,1 Bedrooms,1 Bathroom,,"$1,499",,,Dogs & Cats,53.42857882847001,-113.4229925093627,Edmonton
Charlesworth,"5207 4 Ave Sw, Edmonton, AB T6X 2Y2",2 Bedroom (Premium),2 Bedrooms,2 Bathrooms,,"$1,899",,,Dogs & Cats,53.42857882847001,-113.4229925093627,Edmonton
Empire Park,"4440 106 St Nw, Edmonton, AB T6H 4X1",1 Bedroom,1 Bedrooms,1 Bathroom,625 SQFT,"$1,393","Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage, Swimming Pool",Cats,53.48271475718126,-113.5044957909866,Edmonton
Empire Park,"4440 106 St Nw, Edmonton, AB T6H 4X1",2 Bedroom,2 Bedrooms,1 Bathroom,660 SQFT,"$1,480","Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage, Swimming Pool",Cats,53.48271475718126,-113.5044957909866,Edmonton
Empire Park,"4440 106 St Nw, Edmonton, AB T6H 4X1",3 Bedroom,3 Bedrooms,1 Bathroom,945 SQFT,"$1,679","Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage, Swimming Pool",Cats,53.48271475718126,-113.5044957909866,Edmonton
The Station on Whyte,"8128 102 St Nw, Edmonton, AB T6E 3A3",1 Bedroom,1 Bedrooms,1 Bathroom,,"$1,369","Air Conditioning, Carpet, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry","Fitness Center, On Site Laundry",Dogs & Cats,53.5172094373775,-113.4938092127364,Edmonton
The Station on Whyte,"8128 102 St Nw, Edmonton, AB T6E 3A3",2 Bedroom,2 Bedrooms,2 Bathrooms,,"$1,753","Air Conditioning, Carpet, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry","Fitness Center, On Site Laundry",Dogs & Cats,53.5172094373775,-113.4938092127364,Edmonton
West Edmonton Court,"8905 184 St Nw, Edmonton, AB T5T 1T8",1 Bedroom,1 Bedrooms,1 Bathroom,787 SQFT,"$1,219","Dishwasher, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,53.52354003648552,-113.6415015983392,Edmonton
West Edmonton Court,"8905 184 St Nw, Edmonton, AB T5T 1T8",3 Bedroom,3 Bedrooms,"1 Full, 1 Half Bath","1,134 SQFT","$1,579","Dishwasher, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,53.52354003648552,-113.6415015983392,Edmonton
Kirkness Park Apartments,"3149 151 Ave Nw, Edmonton, AB T5Y 3A3",1 Bedroom,1 Bedrooms,1 Bathroom,,"$1,150","Assigned Parking, Balcony, Central Heat, Dishwasher, On Site Laundry","On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,53.61395704745794,-113.3875598841933,Edmonton
Kirkness Park Apartments,"3149 151 Ave Nw, Edmonton, AB T5Y 3A3",2 Bedroom,1 Bedrooms,1 Bathroom,,"$1,449","Assigned Parking, Balcony, Central Heat, Dishwasher, On Site Laundry","On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,53.61395704745794,-113.3875598841933,Edmonton
Plaza Manor,"11841 105 St Nw, Edmonton, AB T5G 2N1",Bachelor,Studios,1 Bathroom,449 SQFT,$949,"Balcony, On Site Laundry",On Site Laundry,Dogs & Cats,53.57118422194326,-113.500964116798,Edmonton
Plaza Manor,"11841 105 St Nw, Edmonton, AB T5G 2N1",1 bedroom,1 Bedrooms,1 Bathroom,435 SQFT,"$1,039","Balcony, On Site Laundry",On Site Laundry,Dogs & Cats,53.57118422194326,-113.500964116798,Edmonton
The Mountbatten,"10159 118 St Nw, Edmonton, AB T5K 2K1",Bachelor,Studios,1 Bathroom,480 SQFT,"$1,175","Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Storage",No pets,53.54244941854972,-113.5248863123878,Edmonton
The Mountbatten,"10159 118 St Nw, Edmonton, AB T5K 2K1",1 Bedrooms,1 Bedrooms,1 Bathroom,525 SQFT,"$1,380","Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Storage",No pets,53.54244941854972,-113.5248863123878,Edmonton
The Mountbatten,"10159 118 St Nw, Edmonton, AB T5K 2K1",1 Bedroom Elite,1 Bedrooms,1 Bathroom,525 SQFT,"$1,540","Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Storage",No pets,53.54244941854972,-113.5248863123878,Edmonton
Le Jardin,"9837 110 St Nw, Edmonton, AB T5K 2L8",1 Bedrooms,1 Bedrooms,1 Bathroom,720 SQFT,"$1,420","Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Outdoor Space, Storage",No pets,53.53648261670336,-113.5101946058656,Edmonton
Le Jardin,"9837 110 St Nw, Edmonton, AB T5K 2L8",1 Bedroom Elite,1 Bedrooms,1 Bathroom,720 SQFT,"$1,575","Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Outdoor Space, Storage",No pets,53.53648261670336,-113.5101946058656,Edmonton
University Heights,"11450 80 Ave Nw, Edmonton, AB T6G 2X3",2 Bed 2 Bath - A1,2 Bedrooms,2 Bathrooms,796 SQFT,"$1,765","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage",Dogs & Cats,53.51612397744657,-113.5275141252701,Edmonton
University Heights,"11450 80 Ave Nw, Edmonton, AB T6G 2X3",2 Bed 2 Bath - B,2 Bedrooms,2 Bathrooms,809 SQFT,"$1,775","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage",Dogs & Cats,53.51612397744657,-113.5275141252701,Edmonton
University Heights,"11450 80 Ave Nw, Edmonton, AB T6G 2X3",2 Bed 2 Bath - D,2 Bedrooms,2 Bathrooms,813 SQFT,"$1,820","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage",Dogs & Cats,53.51612397744657,-113.5275141252701,Edmonton
Sir John Franklin,"11111 87 Ave Nw, Edmonton, AB T6G 0X9",1 Bedroom,1 Bedrooms,1 Bathroom,705 SQFT,"$1,510","Assigned Parking, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management",Cats,53.52283704745794,-113.5181609689478,Edmonton
Sir John Franklin,"11111 87 Ave Nw, Edmonton, AB T6G 0X9",2 Bedroom,2 Bedrooms,1 Bathroom,"1,080 SQFT","$1,899","Assigned Parking, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management",Cats,53.52283704745794,-113.5181609689478,Edmonton
Fairview Palace,"9023 105a Ave Nw, Edmonton, AB T5H 0M1",1 Bedroom,1 Bedrooms,1 Bathroom,,"$1,025","Balcony, On Site Laundry","On Site Laundry, Storage",No pets,53.5516911663105,-113.4752813547526,Edmonton
Fairview Palace,"9023 105a Ave Nw, Edmonton, AB T5H 0M1",2 Bedroom,2 Bedrooms,1 Bathroom,,"$1,100","Balcony, On Site Laundry","On Site Laundry, Storage",No pets,53.5516911663105,-113.4752813547526,Edmonton
Cameron County,"35 Homestead Cres Nw, Edmonton, AB T5A 4P4",Classic Suite - 1 Bedroom,1 Bedrooms,1 Bathroom,744 SQFT,"$1,205","Balcony, Dishwasher, On Site Laundry","Elevator, On Site Laundry, Storage",Dogs & Cats,53.58581218616115,-113.3951862799567,Edmonton
Cameron County,"35 Homestead Cres Nw, Edmonton, AB T5A 4P4",Premier Suite - 2 Bedroom,2 Bedrooms,1 Bathroom,"1,023 SQFT","$1,655","Balcony, Dishwasher, On Site Laundry","Elevator, On Site Laundry, Storage",Dogs & Cats,53.58581218616115,-113.3951862799567,Edmonton
Grand Apartments,"11919 105 St Nw, Edmonton, AB T5G 2N4",1 bedroom,1 Bedrooms,1 Bathroom,550 SQFT,$949,"Balcony, On Site Laundry",On Site Laundry,Dogs & Cats,53.57228188201096,-113.5009639850582,Edmonton
Grand Apartments,"11919 105 St Nw, Edmonton, AB T5G 2N4",2 bedroom,2 Bedrooms,1 Bathroom,700 SQFT,"$1,220","Balcony, On Site Laundry",On Site Laundry,Dogs & Cats,53.57228188201096,-113.5009639850582,Edmonton
The Trax,"10054 79 Ave Nw, Edmonton, AB T6E 3S1",Studio,Studios,1 Bathroom,,"$1,349",,,Dogs & Cats,53.51523295254206,-113.4896289330098,Edmonton
The Trax,"10054 79 Ave Nw, Edmonton, AB T6E 3S1",1 Bedroom,1 Bedrooms,1 Bathroom,,"$1,599",,,Dogs & Cats,53.51523295254206,-113.4896289330098,Edmonton
The Trax,"10054 79 Ave Nw, Edmonton, AB T6E 3S1",2 Bedroom,2 Bedrooms,1 Bathroom,,"$1,799",,,Dogs & Cats,53.51523295254206,-113.4896289330098,Edmonton
,"8015 102 St Nw, Edmonton, AB T6E 4A2",Bachelor suite,Studios,1 Bathroom,,"$1,250","Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Outdoor Space, Residents Lounge",Dogs & Cats,53.5167415301333,-113.493510749823,Edmonton
,"8015 102 St Nw, Edmonton, AB T6E 4A2",Luxurious One Bedroom at Whyte Ave!,1 Bedrooms,1 Bathroom,,"$1,400","Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Outdoor Space, Residents Lounge",Dogs & Cats,53.5167415301333,-113.493510749823,Edmonton
GT,"12813 66 St Nw, Edmonton, AB T5C 0A4",2 Bedroom 1 Bathroom,2 Bedrooms,1 Bathroom,900 SQFT,"$1,095","Assigned Parking, Balcony, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry","On Site Laundry, Onsite Management, Storage",No pets,53.58634708614724,-113.4428376518288,Edmonton
